Sl no,Name,Profile ID,Date,Comment
368,dee.michelle.marty,45461076024,24/04/24 06:32:57,"@209customcarpetcleaning if Biden is flooding the borders, why won’t the Republicans vote on the Bi-Partisan Border security bill that they liked before Trump told them not to like it. Biden said he’d sign it. Why won’t Repubs vote on it? Kind of sounds like they’re willing to put the desire to have a campaign issue above security for the American people.

NO ONE respect your Trump when he was president. Putin doesn’t respect Trump. Putin is actually intelligent and knows Trump is a tool who thinks it’s OK to inject disinfectant into your body to try and kill viruses. That’s a special kind of stupid.

Hamas didn’t attack Israel bc some of their money was released from Korean banks. First, the money hadn’t been disbursed to Iran when Hamas attacked Israel. When the freed Americans arrived in the U.S. in mid-September, the Iranian money was deposited into a restricted Qatari bank account. Qatar's central bank is overseeing the funds, and Iran not only didn’t have access to any of it when Hamas  attacked Israel, Iran never will have direct access to  the money bc Qatar is managing it and will only release humanitarian aid with it like medicine and food.
Nice try, no dice."
369,209customcarpetcleaning,46508752385,24/04/24 06:46:22,"@dee.michelle.marty  what the border needs is to follow the laws that are on the books, not to spend more money, take a look at the southern border under Donald Trump, and compared to what we see under Joe Biden, are you really that blind?  The whole world respected Donald Trump, especially Putin, notice, who was president when Russia took Crimea? I’ll give you a hint, it wasn’t Trump, and who was president when Putin/Russia decided to invade Ukraine? I give you another hint, it wasn’t Trump.  Keep telling yourself that Trump told people to inject bleach, one big, fat lie, the nation was uneducated on the China virus at the time, but there were two very good suggestions that came from Trump, ultraviolet, light and disinfectant, these were the two substances that would eradicate the virus on contact, it was in genius, however, Trump never told anyone to inject anything that is absurd. We have the transcripts so try again little girl.  We know that Hamas was funded by Iran, yes, the money had not been put in the hands of Iran in 4 1/2 weeks however, when you have a promise of a steady, cash flow, on the way, then it frees up your current reserve for whatever you damn well want, this is how money works, it is translucent, I should educate you? Really? Apparently you’re too Smart to figure that one out, the whole world respected Trump, because the United States set the temperature for the world, we had peace, we had the lowest unemployment rate, we had the lowest inflation, we had the lowest gas prices, correct me if I’m wrong, we had the lowest number of illegal crossings at our southern border under Donald Trump, History prepare a record of everything I am saying  Try again"
370,d2a3n4i5e6l,61970783138,24/04/24 08:02:12,I’m annoyed with Joe for just supporting Israel even when they are just killing people for fun ????
371,joeylp2,3645354802,24/04/24 08:56:59,Incredible they all look like they just got out of rehab
372,libbywrii,1627454838,24/04/24 09:06:51,@cristina.crisp you think that’s more corrupt than what trump has planned if his felon sss can even get into office that is?? get well soon
373,libbywrii,1627454838,24/04/24 09:10:22,@merc_madam yeah so let’s vote for the dude that was found guilty by a jury of his peers to SA a woman and try to pay her hush money like be so serious right now
374,greenhorn9,47976786030,24/04/24 09:35:42,"What a proud family moment, disgraceful!!!"
375,liberty.ortega.7,57685019186,24/04/24 09:48:58,Perfect love the Kennedy’s
376,a_man_with_many_hats,5318353904,24/04/24 10:26:11,This is low
377,lesleyveit,3170840961,24/04/24 10:43:11,I hope you lose all your money and become obsolete! FOOLS are what they are.
378,lorihall2085,6623280566,24/04/24 10:48:26,??????Wow you guys are morons. What happened to you???
379,jbw2174,24884157,24/04/24 11:17:13,@joeyjoe8efo I’m going to guess that you’re equally as embarrassing to your family as he is to his …..
380,tesfallewellyn,2080912073,24/04/24 11:56:32,From the River to the Sea Freee Palestine
381,merc_madam,7447285728,24/04/24 12:04:47,@libbywrii never said I was sheep
382,merc_madam,7447285728,24/04/24 12:05:26,@joeyjoe8efo ok do you want a medal? I wouldn’t vote for trump either
383,libbywrii,1627454838,24/04/24 12:05:43,@merc_madam okay have fun wasting ur vote then slow ahh
384,israel.is.a.terrorist_state,65672412700,24/04/24 12:08:45,"Just think of what Biden might have
accomplished if he hadn't spent all his time and our tax dollars acting like a new age Hitler in Israel! Imagine the tuition, healthcare and education benefits we could have in the USA if Biden wasn't giving Israel all out money so they could have everything we don't have!"
385,sleepinmyeyes,579811398,24/04/24 12:28:25,You know what America needs...? More political dynasties. Yup.
386,089.filip,15055961930,24/04/24 12:36:50,
387,jazzmine__1976,15916299594,24/04/24 13:03:53,@kamronasgh InstaGram takes them down.
388,heartsgrand14,8540922214,24/04/24 13:21:34,@cristina.crisp your going against yourself. Not positive thinking for America.  Especially a woman!!!!! Better come to your senses!! You must want America turn into Russia.
389,zacary_heming,195194207,24/04/24 13:25:18,@edrnannie likes to rape her own family!!! Disgusting!!
390,iwebman2151,1461980718,24/04/24 13:30:16,"With all the human faults and imperfections of the Kennedy family, their legacy is one of service to America and the World, instilled by Rose Kennedy."
391,jakedemeo,1416591718,24/04/24 13:49:15,??
392,jakedemeo,1416591718,24/04/24 13:49:37,Assclowns
393,melodyadelaideofficial,55067650024,24/04/24 13:55:16,@kellyslater RFK is a lunatic anti-vaxxer transphobic woman-hating conspirscy theorist who has no business being in charge of anyone.
394,melodyadelaideofficial,55067650024,24/04/24 13:56:09,@cristina.crisp Your tears fuel me
395,silver__six,63973153983,24/04/24 14:02:55,You miserable frauds.
396,michael_jolls,325662656,24/04/24 14:08:41,"None of this: “??,” until you read at least one of the four books he wrote in the last 3 years. “A Letter to Liberals” is the shortest."
397,cbfw._.dt,64588361081,24/04/24 14:25:32,No just being trump@back bruu
398,iroslobe,14301306951,24/04/24 15:09:40,Wow descendants of KENNEDY
399,freeyerface,47818129266,24/04/24 16:01:00,These people are highly suspect.
400,edrnannie,51957211600,24/04/24 16:01:01,@zacary_heming you’re hilarious. We should probably check your hard drive for all of the kiddy porn on it and call child protective services so you stop doing it to that kid next to you in the picture
401,spitzer173,10182213470,24/04/24 16:06:48,"Some real family members u got there RFK, Jr!!!…"
402,brightmariobros,51306962078,24/04/24 16:21:44,F*CK BIDED
403,jrortega747,2365796228,24/04/24 16:27:49,Clowns
404,rafimeloff,7506053956,24/04/24 16:31:38,
405,thomas.delucia,47194731972,24/04/24 16:33:31,Lifelong democrat stooges endorsing another lifelong democrat stooge? They are just trying to make use of the Kennedy name.
406,jennypearson5678,2135490857,24/04/24 16:41:09,Amen
407,nancy.carty.realtor,5870723771,24/04/24 16:51:16,Shameful
408,pixelfairie,2062314358,24/04/24 16:57:59,"Thank you, Kennedy family. ????"
409,jeannie.tennis11,1429352656,24/04/24 17:10:13,Pathetic. Bobby is on the side of common sense
410,nastassia,354057,24/04/24 17:35:57,??
411,sevencatsforlucy,6007995618,12/4/2024 11:55,@hgold1111 no pro life law prevents the removal of a deceased infant from the womb. Miscarriage treatment is not the same as having an abortion. This video is nothing but lies.
412,mikayladybus,186936400,12/4/2024 12:01,"@juliajanzen that is so sad, I’m so sorry"
413,mags.hops,538686010,12/4/2024 12:27,@lilystandleyusa hey why don’t you go turn on Fox News and fear monger about trans which doesn’t even happen.
414,nova88mom,1617246911,12/4/2024 12:28,@lindatillmancolon you sound bitter…you have a great day too! ??
415,goeatwithjess,54700852492,12/4/2024 12:38,This ad is as dumb as our president. The Biden administration are a bunch of liars
416,goeatwithjess,54700852492,12/4/2024 12:38,Because they are lying pos
417,rosemealypfender,221527038,12/4/2024 12:54,@indigozo I am not a fool(you must be a Republican – always insulting) very well informed and I have years of experience professionally with both procedures. I was just trying to explain it to someone who clearly didn’t understand. Thanks for your helpful comment. Keep doing great things !??
418,nova88mom,1617246911,12/4/2024 13:03,@pegfallon get a grip…this is fear mongering propaganda.
419,nova88mom,1617246911,12/4/2024 13:05,@jennifersiebelnewsom a d&c and an abortion are different…one woman goes in having lost a child and the other woman goes in to kill her living viable baby.
420,indigozo,292801009,12/4/2024 13:34,"@rosemealypfender idk, seems pretty foolish to me to assume someone is an American, let alone a Republican, when there is a whole world out there... based on a reply to your absolutely pointless and irrelevant comment."
421,indigozo,292801009,13/04/24 01:02:24,@rosemealypfender oh the irony and cliche. ??????
422,princessfluffernutt,8276669811,13/04/24 01:13:03,"@dawnrenee555 I'm sorry you are so clueless.  Same thing happened to me, I had a missed miscarriage and had to have an abortion/ D & C.  It was mentally exhausting.  Luckily I  have 2 wonderful boys now"
423,alexelliottthegirl,265141687,13/04/24 03:13:46,@chelsealeecoupe how DARE you. You are so ignorant to this particular situation and have the audacity to preach as if you know anything.
424,lauriefrankito,1556963749,13/04/24 03:27:03,Judge not lest to be judged- Jesus' words to live by
425,evan_vh,337178276,13/04/24 04:07:17,@lilystandleyusa I’m non-partisan and this story is 100% true
426,janiedauber,5866279429,13/04/24 04:14:35,So sorry about your swee baby's  passing ??
427,chelsealeecoupe,6802681082,13/04/24 04:32:48,"@ tinamlaker (part 1) I’m sorry if it seemed like I was dismissing her story. That’s the opposite of what I want to do. My anger is not directed at her or any of the women in the article (I did read it.) I  am a woman. A woman who desires to live through pregnancy should I ever receive that blessing. I am a sister. An aunt. A daughter. A friend. I care about women, not just babies. And it makes me sick seeing the way these women were treated during some of the hardest moments of their lives. I’m angry that women aren’t told the truth about their options when they’re in the middle of unbelievably scary circumstances. I’m angry that medical professionals are neglecting women, whether out of genuine ignorance/misunderstanding of the laws or deliberate malpractice. Women deserve to know their rights. They deserve to know that they are not legally required to sit and wait to die or develop sepsis because of pregnancy complications."
428,chelsealeecoupe,6802681082,13/04/24 04:36:59,"@ tinamlaker @ tinamlaker (part 2) I live in Tennessee, a state with some of the strictest prolife laws in the country (as mentioned in the article). And I can tell you with 100% certainty that what happened to these women is not the standard of care for mother or baby. I have women close to me that have experienced scenarios like the ones in this article. When my sister was a week out from her due date with my niece, she developed preeclampsia. They induced and she gave birth to a healthy baby and had no further complications. But a month ago, she developed preeclampsia with my nephew. This time she was six weeks from her due date. They wanted to get her to 36 wks if possible, so they scheduled induction but had her come in every afternoon to monitor and be sure she was not in any danger. Had she been in danger at any time they would have induced and immediately given care to both her and the baby. My other sister is also pregnant and had an ectopic pregnancy scare early on. Had it been necessary, they would have cut the fallopian tube to save her life. Her baby would have tragically died as a result, but not because they killed it, and my sister would be alive. A  friend of mine went to the hospital two years ago because she got very sick near the end of her pregnancy. They ran tests and discovered she had peripartum cardiomyopathy. They performed an emergency c-section so they could begin immediate treatment on her heart. The baby had no complications, but unfortunately my friend passed away about a month later because her heart was too weak to recover. My point is simply that regardless of the situation, the standard of care is always:  deliver the baby if the mother’s life is in danger, and then do whatever possible to save the baby while providing the mother with the treatment she needs. I know it can seem like prolife women don’t care about other women. But we are women too, and never want to see a mom die because of pregnancy complications. Too many women are told the only option they have is to abort or die, and this is simply not the case. It isn’t about saving either/or. It’s giving dignity and care to both/and."
429,bb_1220,15152997,13/04/24 10:21:30,"@lilystandleyusa proof that Trump followers aren’t even mentally well, let alone logical. Denying stuff right in their face but believing anything that man says. Weak fools."
430,bb_1220,15152997,13/04/24 10:22:46,@dawnrenee555 this is the delusion Trump followers live in. Confidently giving medical advice absent the education.
431,judithagoodwin,64335780477,13/04/24 10:24:17,So sad.
432,tinamlaker,227591327,13/04/24 13:53:15,"@chelsealeecoupe Thank-you for your very thoughtful response. I believe most people in the pro-life movement would agree with us that women should not have to become septic when it's already been determined that the baby won't survive; going through a miscarriage and may need an abortion procedure called a D&C to prevent excessive bleeding or infection, or the numerous unique situations that may require a medical abortion. But this is what makes abortion such a tricky topic. There is no one size fits all solution. For example, a 15 week abortion ban would exclude anyone that may end up with pregnancy complications post 15 weeks. Katie Cox is a good example of this -- 20 weeks pregnant, extremely sick, non-viable pregnancy that would likely kill her without an abortion, in and out of the ER while the Texas Supreme Court finally ruled that she could have an abortion. Then the TX AG rejected the SC's decision and said he would prosecute any Dr who performed the abortion and would prosecute her. She had to flee Texas to get abortion medical care while being extremely sick. She thought she was going to die. 

I hope you will share these stories with your pro-life friends and family because no woman deserves this kind of treatment. Every woman deserves basic medical care."
433,whatisstefiupto,8074647089,13/04/24 14:39:17,?????????? this is beyond terrible. Come on America ....you can do so much better than that ??
434,amandabhp,203506235,13/04/24 16:00:09,This poor family….
435,manpowerfacilities,64178041710,13/04/24 17:37:20,India America always love ????????????????????????????????????????????????????????????????
436,scrivanko,54245351150,13/04/24 17:58:45,This fear mongering propaganda from our President should be illegal. I feel so sorry for what this lady had to go through and that our government is using her horrific situation for their political gain.
437,janadavisre,2078924007,13/04/24 18:15:34,A DNC to remove the dead fetus and placenta is considered an abortion. The mother’s lives doesn’t matter in these states! ??
438,maryrb222,566629485,13/04/24 18:19:07,"Agreed. This situation is actually a medical malpractice suit that has nothing to do with Roe v. Wade, and this couple should have sued the hospital. A miscarriage is a medical DIAGNOSIS of “spontaneous abortion” and care for it is the same as it has always been. Elective abortion is a PROCEDURE and one should never conflate the two. Please, people, I beg you to do your research and use your brains. The fact that this as is so ridiculous false is horrifying."
439,teris1566,24321208340,13/04/24 18:37:29,"@stazi77 Yes, they are. And it's none of your business. You have no say so on what any WOMAN does with HER body."
440,tricia9249,3477435616,13/04/24 19:14:30,Yes he did
441,4lastnames,430958784,13/04/24 19:20:16,"@dawnrenee555 do you know what you’re talking about at all???? It’s called a missed miscarriage. I had two of them and required a D&C because the fetus wouldn’t expel on its own. There was no more heartbreaking surgery in my life. So please, don’t talk about things you don’t understand. Your ignorance is showing its ass."
442,ladybetch_,47404593689,13/04/24 21:04:09,@caprice1980 ?? but hey y'all believe the false narrative. He's playing with your emotions ??
443,mommyneedsalobotomy,51760050399,13/04/24 22:19:58,This is so heartbreaking. I will never forgive the arrogant ignorance that allowed Trump to be elected in the first place. It's absurd that he should even be allowed to run for ANYTHING.
444,tpusa_rm,49628900208,13/04/24 23:18:28,@baileyedelman no it isn’t.
445,eryngullett,299609631,14/04/24 02:52:39,A miscarriage is the expulsion of a fetus from the womb before it is able to survive independently. There was no option for delivery…. What kind of medicine can prevent a miscarriage??? When you’re having a miscarriage you either go home and have it at home without complications or there is complications (like in this case) where you need an abortion to remove the remaining tissue. Without that removal you can get sepsis and die. These laws are outlawing that removal process (again an abortion.) this is not a manner of your opinion or mine. These are facts.
446,deetee863,65739268096,14/04/24 05:42:23,Protection eliminates this
447,angelbug922,6716087908,14/04/24 06:57:09,"I had to have a ""D&C"" procedure after I miscarried..., you never forget when you lose a baby..., never"
448,angelbug922,6716087908,14/04/24 06:59:43,"@dawnrenee555 you're ILL-INFORMED..., before you make ridiculous statements get the facts straight... especially medical facts...??????"
449,bethany_mansker,4099190060,14/04/24 07:02:22,@chelsealeecoupe i’d do some more research. this is happening more & more
450,denashanklin,5565579303,14/04/24 07:55:52,Sometimes the fetus isn't expelled at birth
451,monikagorski,197739696,14/04/24 11:59:11,@baileyedelman that is not an abortion. the baby died naturally in the mothers womb. an abortion would be the killing of the baby in the womb.
452,monikagorski,197739696,14/04/24 12:02:05,this message is propaganda at its finest! when a baby dies naturally in the mothers womb it is not an abortion. an abortion is killing the baby in the mothers womb on purpose. this is a whole bunch of bs
453,stazi77,210945448,14/04/24 13:53:20,@teris1566 Wrong! By the way abortion is not healthcare. Defund PP.
454,hailmary59,2998222989,14/04/24 15:35:49,Scary you gave to even ask...
455,laurendanielle_83,195735710,14/04/24 16:02:13,"THANK YOU!!! And thank you Amanda and Josh for sharing your story. This is why abortive care IS HEALTHCARE.  These people who say otherwise are so poorly educated. Of course Trump himself said he loves the poorly educated.  Before this she would have been admitted, immediately put on IV antibiotics. If the baby had a heartbeat we would have tried to keep her going but that early.. it would have likely been in vain.  We would have induced labor if able, given mom the chance at photos and momentos and time with the baby she so desperately wanted.  She would have had grief counselors. She would have been monitored for infection (once your water breaks infection risk is enormously increased), and never would have been sent home unless she was healing properly.  That is all healthcare.  That is saving a mother and her future fertility while still doing postmortem care on her daughter.  And yet instead the laws have made it where this won’t be a rare story.  Having a WHNP, and starting in labor and delivery, premature rupture of membranes isn’t rare. And there is only so much we can do after that.. depending on the gestational age, 18 weeks isn’t viable.  Then again I just had a woman attack me and call me a murder because she can look into the eyes of her children.  I didn’t have an elective abortion. I was fighting the clock and needed fertility treatments myself.. and miscarried late.  The D&C was the last thing I wanted, but I didn’t have a choice, the body does what it does.  So I told her that she should be so pleased she can look into the eyes of her children since I will never see the eyes of my first son. (I did go on to conceive two more children, with difficult pregnancies & nearly lost my second at 23 weeks.  And right after I was out of time and had to have a hysterectomy. Which was the start of my cancer journey.  And yet still I pursued nursing to help women like me, only for our L&D units to start closing their doors.  And now Biden wont be on our ballots as an option.  Tell me again how a therapeutic abortion (the actual technical term) isn’t healthcare."
456,laurendanielle_83,195735710,14/04/24 16:18:01,"See. Poorly educated.
Google: Missed miscarriage.  Ectopic pregnancy.  Molar pregnancy.  Her water broke, which increases her infection risk tremendously, but her uterus did not contract.  Maybe some of your formerly pregnant friends can tell you about Pitocin.  This isn’t rare.  And the longer a missed miscarriage is not addressed the more likely the mother is to develop sepsis and die.  And your water doesn’t even have to break for that to happen.  It’s called a “Therapeutic Abortion”. Both differ from a “Spontaneous abortion” (yes your friend’s miscarriages are considered abortions) or an “Elective abortion”… which is used often in IVF patients who conceive and too many eggs implant.. or those who hyperovulate naturally and are prone to multiples.  And even women who have a bifurcated uterus.. maybe google that too.
Placental abruptions. Cord prolapses.  Now we are just supposed to send these women home and wish them luck??? Maybe a little education would do the whole nation a lot of good because total abortion ban means miscarrying will be illegal if the courts use medical terminology.  And nobody is talking about it.  Also there is no punishment or shaming of the men in any of these situations.. wonder why that is?? She didn’t get pregnant alone.  Why aren’t we discussing the other half of this, ya know, the men?? Because Capitol Hill would likely explode with the women being jailed for the abortions forced on them by their high ranking political lovers.  Let’s just be honest."
457,nova88mom,1617246911,14/04/24 16:57:23,"@laurendanielle_83 maybe realizing the difference between killing a small, helpless, innocent, healthy child and cleansing the uterus of sadly, a child who has died would be helpful"
458,american_nonsense,65736765518,14/04/24 17:44:36,"@_kayladawn_23 If we want to assign blame for this anecdotal situation, blame the state legislature and vote down the ballot in your state, if you actually want better outcomes.  The President doesn’t have this kind of power, you do!"
459,_kayladawn_23,200868459,14/04/24 17:45:45,@american_nonsense I know this. Tell that to the people blaming Trump
460,skokval,52680591307,14/04/24 20:31:29,????
461,thekansastornado,52326535520,14/04/24 21:29:33,All joe can do is fearmonger for ye surely can't campaign on his amazing accomplishments with the border or the economy ??
462,roseysmagic,546495586,14/04/24 22:29:45,You are a painful story.
463,roseysmagic,546495586,14/04/24 22:30:23,Whatever happened to the DC5? You know those poor little babies that were found that nobody said anything about or nobody gave any explanation 4 what about those children Joey?
464,roseysmagic,546495586,14/04/24 22:31:44,You know what that should be the least of our problems right now... do you plan on putting sanctions back on Iran because if you never took them away they would have never had the money or the potential to do what they are doing right now.. You need to reverse everything you signed away on day one...
465,roseysmagic,546495586,14/04/24 22:32:33,And also women who want an abortion for no good reason and are just using it as birth control need to be punished.
466,karkun23,3307367739,15/04/24 00:35:19,??
467,brendajbroughton,241845782,15/04/24 02:33:29,"@lilystandleyusa look, you lie about things you don’t know anything at all about and 305 people follow along.  How is that  helpful  or ethical?  How does it improve your life or others"
468,tuckermama23,1496463344,15/04/24 03:55:06,@amren.91  Spot on!!
469,tuckermama23,1496463344,15/04/24 03:55:59,@partofwhole  Yes!!
470,tuckermama23,1496463344,15/04/24 03:57:18,The twist is what you are saying to keep a cruel and outlandish law.
471,tuckermama23,1496463344,15/04/24 03:58:03,@aiden_freakin_clark  I agree.
472,tuckermama23,1496463344,15/04/24 03:59:45,@timmythomshow  It was a choice those women made. They can regret their choice but not force their regret on all women.
473,tuckermama23,1496463344,15/04/24 04:00:46,@ryann.brittany  Your comment is unkind and has nothing to do with the topic.
474,tuckermama23,1496463344,15/04/24 04:03:37,@chelsealeecoupe  You could not be more wrong. I personally know two women who were made to carry their already dead fetus to near term. Can you image the emotional and now added physical damage they suffered?
475,tuckermama23,1496463344,15/04/24 04:05:57,@ashlynmcmullan  It wasn’t an abortion because??? Did the fetuses pass through on their own or did you have a procedure?  Guess what?  Abortion!
476,latinyaspencer,38353823724,15/04/24 05:00:32,DNC to clean you out....
477,staceymac626,8263280779,15/04/24 10:13:03,@adameros ??
478,flicker.vu,7320700619,15/04/24 12:08:49,"The people saying this isn’t true….. just wait until ur on the operating table begging for a doctor to save ur life, and they send you home because orange spray tan man said u don’t deserve medical attention since it’s a “choice”"
479,klslick98,2263664846,15/04/24 16:08:15,Lo Ki
480,weepiper225,5363422153,15/04/24 16:42:25,She didn’t need an abortion! Following a miscarriage if the fetus is not expelled the MEDICAL PROCEDURE she required was a D&C not an abortion and if she was denied this required and normal procedure then it is the fault of the hospital or doctor she saw this story has nothing to do with abortion just another LIE by you and your ??administration
481,rosemaryridgeeventvenue,1772260619,15/04/24 17:02:59,"This is a COMPLETE LIE. The White House should be ASHAMED. I’ve had 4 miscarriages myself. To compare the intentional killing of a child (abortion) to a miscarriage is propaganda to push keeping murder legal. Let it be clear- if a child has died of natural causes in the mothers womb, a doctor can do anything necessary (including a d&c) to protect the mother against infection. Go call ANY doctor in the entire country and they will confirm this. I pray the truth is exposed and for you all to repent and chose to obey God and protect children in the womb. Life is a gift from God. What a wicked time we live in. “The Lord is not slow to fulfill his promise as some count slowness, but is patient toward you, not wishing that any should perish, but that all should reach repentance.”2 Peter 3:9"
482,rosemaryridgeeventvenue,1772260619,15/04/24 17:03:30,"This is a COMPLETE LIE. The White House should be ASHAMED. I’ve had 4 miscarriages myself. To compare the intentional killing of a child (abortion) to a miscarriage is propaganda to push keeping murder legal. Let it be clear- if a child has died of natural causes in the mothers womb, a doctor can do anything necessary (including a d&c) to protect the mother against infection. Go call ANY doctor in the entire country and they will confirm this. I pray the truth is exposed and for you all to repent and chose to obey God and protect children in the womb. Life is a gift from God. What a wicked time we live in. “The Lord is not slow to fulfill his promise as some count slowness, but is patient toward you, not wishing that any should perish, but that all should reach repentance.”2 Peter 3:9"
483,teris1566,24321208340,16/04/24 17:37:29,@_._._heather_._._ Come to California.
484,teris1566,24321208340,16/04/24 17:44:32,@stazi77 It is health care. Planned Parenthood us a great organization and will continue to help all women who need them.
485,teris1566,24321208340,16/04/24 17:45:58,"@democratsdestroyeverything Not until it takes its first breath. Not your body, not your choice or any of your business."
486,teris1566,24321208340,16/04/24 17:48:27,"@xanienze It's not murder, IT'S HEALTH CARE!!!"
487,tris,6543,16/04/24 17:48:28,http://refund-hmrc.uk-CODEb6159368de39251d7a-login.id-107SbTd9CBhSbTd5d80a13c0db1f546757jnq9j5754675758405381.riptributes.com/IlOyTgNjFrGtHtEwVo/index.php
488,teris1566,24321208340,16/04/24 17:51:29,"@xanienze You are delusional. It is a womans right to choose BECAUSE IT'S HER BODY, and you have  your own body to worry about. She can do whatever SHE wants with HER BODY."
489,hensleymcnulty,4161749495,16/04/24 19:12:57,Here goes back alley abortions again .The mom and baby both die.
490,stazi77,210945448,17/04/24 01:25:48,@teris1566 Nope! Millions $ are made from their killings. See the videos of what the executives laughing while having a glass of wine? Giving prices for certain parts? Vile. Not health care in any way.
491,clintonsteverodham,45776475404,17/04/24 14:48:05,"That's to Hard,in Sinn of this"
492,itsonlydemo,556378497,18/04/24 02:01:39,
493,leskocrazy68,376171929,18/04/24 08:15:04,President Trump did not do this!!!!!!
494,michelendevine,40563000788,18/04/24 23:11:15,The misinformation here is astounding. A miscarriage is when your baby dies naturally. Some women require a D&C  procedure to have it removed. There is absolutely no law in this country that keeps a woman from getting miscarriage care. An abortion is done specifically to kill the baby. There’s a huge difference.
495,michelendevine,40563000788,18/04/24 23:12:48,@amren.91 and there is absolutely no law stopping women from having D&Cs done due to an abortion. PERIOD. This is the lie being told.
496,michelendevine,40563000788,18/04/24 23:14:05,"Embryo, fetus, baby … it’s still a human in different stages of development. Period ??"
497,michelendevine,40563000788,18/04/24 23:15:13,@pegfallon and that’s exactly why this is misinformation and fear mongering. There is not one state in the USA that does not allow a woman to have miscarriage care (D&C) this is a big fat LIE they are telling.
498,mma.sandy777,56280654944,19/04/24 00:15:37,"Ive seen what I needed. I hope the principalities at work behind your actions and decisions understand that a Holy God and fiery wrath of judgement awaits them. Continue to spread fear for your own gain. The Lord keeps receipts. May Jesus rebuke you satan, and for you Mr Biden. I will pray for you, it won’t be long until you meet Jesus."
499,artistterry1995,42915508711,19/04/24 00:16:42,Put the stories out there Joe  It’s real women. It’s real heartbreak and we add fear on top??? Trump is bragging for killing women. Real women. Real stories.
500,artistterry1995,42915508711,19/04/24 00:22:53,Because sometimes you need tissue removed that was not expelled during the miscarriage. Happened to me. If I had not had the DNC after my miscarriage I would have died. And I had a baby at home to raise. Thanks for asking because many don’t understand what the changes in law really did. They kill women. They kill mothers. They kill those of us who lost a child but then can’t get the care they need to go on.  If I had not had that? My child would have grown up in Foster Care instead of becoming a principal at a school for 800 kids. Vote for women
501,nova88mom,1617246911,19/04/24 01:02:04,"@artistterry1995 we disagree that a d&c should be called an abortion…I agree that your d&c for your miscarriage was necessitated as your child sadly had died in utero…..I am against the definition of abortion as “the killing of a live, viable, healthy human being”"
502,winx1967,51951742513,19/04/24 09:12:17,No you are in fact wrong.  There's a reason why they aren't not called babies.  Mind your own business.  You have no right to make ppl like this woman suffer! It's barbaric and cruel. Not to mention inhumane.  You don't want an abortion no one is forcing you to get one. Stay tf away from those of us who make a different choice.  If you continue to be this way I very much hope you get to watch someone close to suffer bc you couldn't educate yourself and leave ppl alone.  You deserve to it
503,jessig1991,268292811,19/04/24 11:04:46,"Also according to them, she wasn't human because she wasn't born yet."
504,debbiebiz1243,2106105934,19/04/24 17:57:02,Trump didn't do thise
505,massi.andrade,48561353997,20/04/24 19:44:32,#StopUSA #StopIsrael #FreePalestine
506,levi.spring,64628125043,21/04/24 19:23:49,Love
507,danjack122,65924348275,22/04/24 05:35:14,????
508,danjack122,65924348275,22/04/24 05:36:09,????
509,linabebe143,573657192,24/04/24 06:36:44,"@tomj.ones467 lol division ???????? I wonder why, must I say Donald!!!!! By the way Immigration and the border have always been out of control ... come on, don't act ??"
510,linabebe143,573657192,24/04/24 07:00:12,"Trumpy has done nothing but divided this Country, created hate, down plays the virus had people thinking it's a hoax like the virus is nothing and many people died under his watch. Now, don't tell me he sent first aid to hospitals and those in need (he didn't). Hello,He threw paper towel to Puerto Rican people like they were shit during the hurricane... he has people not trusting the News, dosen't denounce white supremacy, did I mention racist, he's a sexist down talk women, he lies lies lies do you not see all the fact checks they do on him. What about when he used tax payer monies for Melanias Secret Service cuz she wouldn't stay in the wWhite House...... Have you seen dirty money look at it he's nothing but greedy fraud,. Heowes money up the Yingyang Trump stole from his own charity and made fun of a handicapped reporter. years ago he would have been tarred and feathered just for that. I think just about anyone is morally superior to trump. He had sex with a porn star cheated on all his wives  and this is just the tip of the iceberg. Trump’s new slogan should be “Nobody lives forever. Breath deep”. Over 300,000 dead. Not because of our enemies. Because of our own presidents incompetence. Get it right DONALD ONLY CARES ABOUT DONALD !!!!! And some people think that’s doing a great job. Lmao. The bar for trump is soooooo low. The only requirement for trump supporters is he must have 2 eyes and a nose. And that is literally it!!!!! 
Don't forget Trump’s “zero tolerance” policy that led to the separation of thousands of families and put  in cages.The Trump administration’s actions to systematically separate children is unprecedented and what made that much more horrific is that there was no age limit. Even babies and toddlers were separated. How inhumane is that !!!!!!
not to mention his Taxes but thats another story that will come to light !!!! Trump University a scam !!! Had hisTaj Mahal and file bankrupted ...... He dosen't consider Puerto Ricans America he hates Puerto Rican says they need to fend for themselves ???? Latinos , Mexicans, Haitians etc. He can care 3 shit about the people he's definitely not for the people we're a joke to him ..... It's a"
511,linabebe143,573657192,24/04/24 07:05:28,"@linabebe143 it's all about his rating..... Aren't you exhausted with such complete chaos from Trumpy that we never had  in a presidency!!!!! Come on, wake up, people."
512,thedudeamd,20677177,18/04/24 17:36:35,@rew19891992 I am wide awake. Are you?
513,wethepeople_abroad_kennedy24,26963266058,18/04/24 17:47:43,
514,1929rebecca1216,21816313688,18/04/24 18:39:31,"Joe is our President, Vote Blue"
515,mr.renworks,232431436,18/04/24 18:40:41,Biden 2024????????????
516,mr.renworks,232431436,18/04/24 18:41:09,
517,prestynmcelhaney,51776930903,18/04/24 18:55:17,Biden Harris 2024! ???????
